Mesh ID,Generic name,Common name,Synonyms,Tree
D000246,Adenosine Diphosphate Ribose,Adenosine Diphosphate Ribose,"5'-Diphosphoribose, Adenosine|Ribose, ADP|ADP Ribose|Adenosine 5' Diphosphoribose|Diphosphoribose, Adenosine|Adenosine 5'-Diphosphoribose|ADPribose|ADP-Ribose|Diphosphate Ribose, Adenosine|Ribose, Adenosine Diphosphate|Adenosine Diphosphoribose|Adenosine Diphosphate Ribose",D13.695.827.068.124.070.125|D13.695.827.708.070.125|D13.695.667.138.124.070.125|D09.408.620.569.070.125|D03.633.100.759.646.138.124.070.125
D000247,Adenosine Diphosphate Sugars,Adenosine Diphosphate Sugars,"Sugars, ADP|Diphosphate Sugars, Adenosine|Adenosine Diphosphate Sugars|ADP Sugars|Sugars, Adenosine Diphosphate",D03.633.100.759.646.138.124.070|D13.695.667.138.124.070|D13.695.827.068.124.070|D13.695.827.708.070|D09.408.620.569.070
D000248,Adenosine Kinase,Adenosine Kinase,"Kinase, Adenosine|Adenosine Kinase",D08.811.913.696.620.010
D000249,Adenosine Monophosphate,Adenosine Monophosphate,"2'-Adenylic Acid|Adenosine 5' Phosphate|Acid, 5'-Adenylic|Phosphate Dipotassium, Adenosine|Adenosine 5'-Phosphate|5'-Phosphate, Adenosine|2' Adenylic Acid|2'-AMP|5' Adenylic Acid|Adenosine Monophosphate|Monophosphate, 2'-Adenosine|Adenosine 3' Phosphate|AMP|2' Adenosine Monophosphate|Adenosine 2'-Phosphate|Acid, 2'-Adenylic|Adenosine Phosphate Disodium|5'-Adenylic Acid|2'-Adenosine Monophosphate|Adenylic Acid|Adenosine 3'-Phosphate|Adenosine 2' Phosphate|Phosphate Disodium, Adenosine|Adenosine Phosphate Dipotassium|Dipotassium, Adenosine Phosphate|Disodium, Adenosine Phosphate|Phosphaden",D13.695.667.138.180|D03.633.100.759.646.138.180|D13.695.827.068.180
D000250,Adenosine Phosphosulfate,Adenosine Phosphosulfate,"Adenosine Phosphosulfate|Adenosine 5' Phosphosulfate|Adenosine 5'-Phosphosulfate|Adenylyl Sulfate|Sulfate, Adenylyl|Phosphosulfate, Adenosine|Phospho-Adenylsulfate|5'-Phosphosulfate, Adenosine|Phospho Adenylsulfate",D13.695.827.068.180.080|D03.633.100.759.646.138.180.080|D13.695.667.138.180.080
D000251,Adenosine Triphosphatases,Adenosine Triphosphatases,"DNA-Dependent ATPase|DNA Dependent ATPase|Adenosine Triphosphatases|ATPases|DNA Dependent Adenosinetriphosphatases|ATPase|ATPase, DNA Dependent|ATPase, DNA-Dependent|Adenosinetriphosphatases, DNA-Dependent|DNA-Dependent Adenosinetriphosphatases|Adenosinetriphosphatase|Adenosine Triphosphatase|Triphosphatase, Adenosine",D08.811.277.040.025
D017301,Calcium-Transporting ATPases,Calcium-Transporting ATPases,"ATPase, Ca2+|Ca(2+)-Transporting ATPase|Calcium-Transporting ATPases|Ca2+ ATPase|Adenosinetriphosphatase, Calcium|Calcium-ATPase|Adenosine Triphosphatase, Calcium|Triphosphatase, Calcium Adenosine|Calcium ATPase|Calcium Adenosine Triphosphatase|Calcium Adenosinetriphosphatase|ATPase, Calcium|Calcium Transporting ATPases|ATPases, Calcium-Transporting",D08.811.277.040.025.314.250|D12.776.543.585.450.250.500|D12.776.157.530.450.250.500|D12.776.543.585.813.250|D12.776.157.530.813.250
D000254,Sodium-Potassium-Exchanging ATPase,Sodium-Potassium-Exchanging ATPase,"Sodium-Potassium-Exchanging ATPase|Pump, Sodium-Potassium|ATPase Sodium, Potassium|ATPase, Sodium, Potassium|Na(+) K(+)-Transporting ATPase|Sodium, Potassium Adenosine Triphosphatase|Na(+)-K(+)-Exchanging ATPase|Adenosinetriphosphatase Sodium, Potassium|Sodium-Potassium Pump|Pump, Sodium|Sodium, Potassium Adenosinetriphosphatase|Pump, Potassium|Potassium Pump|Na(+)-K(+)-Transporting ATPase|Sodium Potassium Exchanging ATPase|Sodium Pump|Sodium, Potassium ATPase|Adenosine Triphosphatase, Sodium, Potassium|Adenosinetriphosphatase, Sodium, Potassium|Sodium Potassium Pump|ATPase, Sodium-Potassium-Exchanging",D12.776.157.530.450.250.880|D12.776.543.585.813.750|D12.776.157.530.813.750|D12.776.543.585.450.162.800|D12.776.543.585.450.250.890|D12.776.157.530.450.162.780|D08.811.277.040.025.314.750
D000255,Adenosine Triphosphate,Adenosine Triphosphate,"Atriphos|Chromium Adenosine Triphosphate|MnATP|Adenosine Triphosphate, Chromium Ammonium Salt|Manganese Adenosine Triphosphate|Adenosine Triphosphate, Magnesium Chloride|Cr(H2O)4 ATP|Adenosine Triphosphate|CrATP|Adenosine Triphosphate, Chromium Salt|Adenosine Triphosphate, Magnesium Salt|Adenylpyrophosphate|Striadyne|CaATP|Adenosine Triphosphate, Manganese Salt|ATP MgCl2|ATP-MgCl2|ATP|Adenosine Triphosphate, Calcium Salt|MgATP|Magnesium Adenosine Triphosphate",D03.633.100.759.646.138.236|D13.695.667.138.236|D13.695.827.068.236
D000067956,Adenylyl Cyclases,Adenylyl Cyclases,"Adenyl Cyclase|Cyclase, Adenylyl|Cyclase, Adenyl|Adenylyl Cyclases|Adenylate Cyclase|3',5'-cyclic AMP Synthetase|Cyclase, Adenylate|Synthetase, 3',5'-cyclic AMP|AMP Synthetase, 3',5'-cyclic|3',5' cyclic AMP Synthetase|Adenylyl Cyclase|Cyclases, Adenylyl",D12.776.476.050|D08.811.520.650.200
D000263,Adenylate Kinase,Adenylate Kinase,"Adenylate Kinase|Myokinase|Kinase, Adenylate|Adenylokinase|ATP AMP Phosphotransferase|AMP Kinase|Transphosphorylase, ATP-AMP|ATP-AMP Transphosphorylase|ATP-AMP Phosphotransferase|Phosphotransferase, ATP-AMP|ATP AMP Transphosphorylase|Kinase, AMP",D08.811.913.696.650.025
D000264,Adenylosuccinate Lyase,Adenylosuccinate Lyase,"Lyase, Adenylosuccinate|Adenylosuccinate Lyase|Adenylosuccinase",D08.811.520.232.300.200
D000265,Adenylosuccinate Synthase,Adenylosuccinate Synthase,"Succino AMP Synthetase|Synthase, Adenylosuccinate|Adenylosuccinate Synthetase|Synthetase, Adenylosuccinate|Adenylosuccinate Synthase|Succino-AMP Synthetase|Synthetase, Succino-AMP",D08.811.464.259.100
D000266,Adenylyl Imidodiphosphate,Adenylyl Imidodiphosphate,"beta,gamma imido ATP|gamma Imino ATP|beta,gamma-imido-ATP|AMP-PNP|Adenylimidodiphosphate|Adenosine 5'-(beta,gamma-Imino)triphosphate|Imidodiphosphate, Adenylyl|ATP(beta,gamma-NH)|Mg AMP PNP|gamma-Imido-ATP|AMP-PNP, Mg|Mg-5'-Adenylylimidodiphosphate|AMPPNP|gamma-Imino-ATP|Adenylylimidodiphosphate|Mg 5' Adenylylimidodiphosphate|Imidodiphosphate, Adenyl|Adenyl Imidodiphosphate|Mg AMP-PNP|Adenylyl Imidodiphosphate|gamma Imido ATP",D13.695.827.068.236.050|D03.633.100.759.646.138.236.050|D13.695.667.138.236.050
D000272,Adipates,Adipates,"Adipates|Adipic Acids|Acids, Adipic|Acids, Hexanedioic|Hexanedioic Acids",D02.241.081.337.052
D000277,"Adjuvants, Immunologic","Adjuvants, Immunologic","Immunological Adjuvant|Immunopotentiator|Immunopotentiators|Immunological Adjuvants|Adjuvant, Immunological|Immunostimulants|Immunoadjuvant|Immunologic Adjuvants|Adjuvant, Immunologic|Immunoadjuvants|Adjuvants, Immunological|Immunostimulant|Adjuvants, Immunologic|Immunologic Adjuvant|Immunoactivators",D27.505.696.477.067
D000301,Adosterol,Adosterol,6-Iodomethylnorcholesterol|NP59|NCL-6|NCL 6|NP-59|NCL6|Adosterol|6 Iodomethylnorcholesterol,D10.570.938.073|D04.210.500.247.808.050
D000316,Adrenergic alpha-Agonists,Adrenergic alpha-Agonists,"Adrenergic alpha Receptor Agonists|Agonists, alpha-Adrenergic|alpha Adrenergic Agonists|Adrenergic alpha Agonists|alpha Adrenergic Receptor Agonist|Adrenergic alpha-Receptor Agonists|alpha-Agonist, Adrenergic|Agonists, alpha-Adrenergic Receptor|alpha-Receptor Agonists, Adrenergic|alpha Adrenergic Receptor Agonists|Agonist, alpha-Adrenergic Receptor|alpha-Adrenergic Agonist|Receptor Agonists, alpha-Adrenergic|Agonist, alpha-Adrenergic|Adrenergic alpha-Agonist|Adrenergic alpha Agonist|alpha-Receptor Agonist, Adrenergic|Receptor Agonists, alpha Adrenergic|Adrenergic alpha Receptor Agonist|alpha Adrenergic Agonist|Adrenergic alpha-Agonists|alpha-Adrenergic Agonists|Receptor Agonist, alpha-Adrenergic|Receptor Agonists, Adrenergic alpha|alpha-Adrenergic Receptor Agonist|alpha-Adrenergic Receptor Agonists|Agonists, Adrenergic alpha-Receptor|Agonist, Adrenergic alpha-Receptor|Adrenergic alpha-Receptor Agonist|alpha-Agonists, Adrenergic",D27.505.696.577.050.100.100|D27.505.519.625.050.100.100
D000317,Adrenergic alpha-Antagonists,Adrenergic alpha-Antagonists,"Blockaders, alpha-Adrenergic Receptor|Blockaders, Adrenergic alpha-Receptor|Receptor Blockaders, alpha-Adrenergic|alpha Adrenergic Antagonists|Agents, alpha-Adrenergic Blocking|Adrenergic alpha Blockers|Adrenergic alpha-Blockers|alpha-Adrenergic Blocking Agents|Antagonists, alpha-Adrenergic|Adrenergic alpha Receptor Blockaders|alpha Adrenergic Blockers|alpha Adrenergic Receptor Blockaders|alpha Blockers, Adrenergic|alpha-Adrenergic Blockers|Adrenergic alpha Antagonists|alpha-Adrenergic Receptor Blockaders|Adrenergic alpha-Antagonists|alpha Adrenergic Blocking Agents|Blocking Agents, alpha-Adrenergic|Blockers, alpha-Adrenergic|alpha-Receptor Blockaders, Adrenergic|Adrenergic alpha-Receptor Blockaders|alpha-Blockers, Adrenergic|alpha-Antagonists, Adrenergic|alpha-Adrenergic Antagonists",D27.505.519.625.050.200.100|D27.505.696.577.050.200.100
D000318,Adrenergic beta-Agonists,Adrenergic beta-Agonists,"beta-Agonist, Adrenergic|Adrenergic beta Agonist|Adrenergic beta-Agonists|Adrenergic beta Receptor Agonist|Agonist, Adrenergic beta-Receptor|Receptor Agonists, beta Adrenergic|beta-Adrenergic Receptor Agonists|beta-Receptor Agonist, Adrenergic|Adrenergic beta Agonists|beta-Adrenergic Receptor Agonist|Agonist, beta-Adrenergic Receptor|beta Adrenergic Receptor Agonist|Adrenergic beta-Receptor Agonists|Agonists, beta-Adrenergic|Adrenergic beta-Agonist|Adrenergic beta Receptor Agonists|Receptor Agonists, beta-Adrenergic|Agonist, beta-Adrenergic|Betamimetics|Receptor Agonist, beta-Adrenergic|beta Adrenergic Agonists|beta-Agonists, Adrenergic|Adrenergic beta-Receptor Agonist|beta-Receptor Agonists, Adrenergic|beta-Adrenergic Agonists|Agonists, beta-Adrenergic Receptor|beta Adrenergic Agonist|beta-Adrenergic Agonist|beta Adrenergic Receptor Agonists|Agonists, Adrenergic beta-Receptor|Receptors Agonists, Adrenergic beta",D27.505.696.577.050.100.200|D27.505.519.625.050.100.200
D000319,Adrenergic beta-Antagonists,Adrenergic beta-Antagonists,"Blockaders, beta-Adrenergic Receptor|Agents, beta-Adrenergic Blocking|Adrenergic beta-Receptor Blockaders|beta Adrenergic Blocker|beta Blockers, Adrenergic|Receptor Blockader, beta-Adrenergic|beta-Blockers, Adrenergic|beta-Adrenergic Blocker|beta Adrenergic Blocking Agent|Blocking Agent, beta-Adrenergic|beta Adrenergic Receptor Blockader|Adrenergic beta-Antagonists|Antagonists, beta-Adrenoceptor|beta-Adrenergic Receptor Blockader|Adrenergic beta Antagonists|beta-Adrenergic Blockers|Blocker, beta-Adrenergic|Blockader, beta-Adrenergic Receptor|beta Adrenergic Blocking Agents|beta-Adrenergic Blocking Agent|Adrenergic beta-Antagonist|beta Adrenoceptor Antagonists|Adrenergic beta Receptor Blockaders|Adrenergic beta Receptor Blockader|Blocking Agents, beta-Adrenergic|Antagonists, beta-Adrenergic|beta-Adrenoceptor Antagonists|Blockers, beta-Adrenergic|beta Adrenergic Antagonists|beta-Receptor Blockader, Adrenergic|beta-Antagonist, Adrenergic|beta-Adrenergic Antagonist|Adrenergic beta Antagonist|beta-Adrenergic Antagonists|Agent, beta-Adrenergic Blocking|Blockader, Adrenergic beta-Receptor|beta Adrenergic Receptor Blockaders|beta-Receptor Blockaders, Adrenergic|Adrenergic beta-Blockers|beta Adrenergic Blockers|beta-Adrenoceptor Antagonist|Adrenergic beta-Receptor Blockader|beta Adrenergic Antagonist|beta-Antagonists, Adrenergic|Antagonist, beta-Adrenoceptor|beta Adrenoceptor Antagonist|Blockaders, Adrenergic beta-Receptor|Antagonist, beta-Adrenergic|beta-Adrenergic Blocking Agents|Receptor Blockaders, beta-Adrenergic|beta-Adrenergic Receptor Blockaders",D27.505.519.625.050.200.200|D27.505.696.577.050.200.200
D000322,Adrenergic Agonists,Adrenergic Agonists,"Adrenergic Agonists|Receptor Agonist, Adrenergic|Agonists, Adrenergic|Agonists, Adrenergic Receptor|Adrenergic Receptor Agonist|Agonist, Adrenergic Receptor|Agonist, Adrenergic|Adrenergic Receptor Agonists|Receptor Agonists, Adrenergic|Adrenomimetics|Adrenergic Agonist",D27.505.696.577.050.100|D27.505.519.625.050.100
D006728,Adrenocorticotropic Hormone,Adrenocorticotropic Hormone,"Corticotropin (1-39)|Corticotropin|Adrenocorticotropic Hormone|1-39 ACTH|Hormone, Adrenocorticotrophic|ACTH|Adrenocorticotrophic Hormone|Adrenocorticotropin|Corticotrophin (1-39)|Hormone, Adrenocorticotropic|Corticotrophin|ACTH (1-39)",D12.644.548.365.935.531.500|D06.472.699.631.525.600.531.500|D12.644.400.400.935.531.500|D12.644.548.691.525.690.531.500|D12.776.631.650.405.935.531.500|D06.472.699.327.935.531.500
D000325,Adrenodoxin,Adrenodoxin,Adrenodoxin,D12.776.556.579.374.375.025|D12.776.157.427.374.375.025
D049408,Aequorin,Aequorin,Aequorin|Aequorine,D12.776.532.020
D000335,Aerosol Propellants,Aerosol Propellants,"Propellants, Aerosol|Aerosol Propellants",D26.255.165.055.055
D011837,beta-Aminoethyl Isothiourea,beta-Aminoethyl Isothiourea,"beta-Aminoethyl Isothiourea|2 Aminoethylisothiuronium Bromide|beta-Aminoethylisothiuronium Diperchlorate|Dihydrochloride, 2-Aminoethylisothiuronium|2 Aminoethylisothiuronium Monohydrobromide|beta-Aminoethylisothiuronium Dihydrochloride|beta Aminoethylisothiuronium Diacetate|2-Aminoethylisothiuronium Sulfate (1:1)|Diperchlorate, beta-Aminoethylisothiuronium|beta-Aminoethylisothiuronium Phosphate (1:1)|Aminoethylisothiuronium Bromide Hydrobromide|beta-Aminoethylisothiuronium Sulfate (1:1)|Diacetate, beta-Aminoethylisothiuronium|Diacetate, 2-Aminoethylisothiuronium|beta-Aminoethylisothiuronium Dihydrobromide|beta Aminoethylisothiuronium Monohydrobromide|AET|Bromide, beta-Aminoethylisothiuronium|beta-Aminoethylisothiuronium Dihydroiodide|Ixecur|2-Aminoethylisothiuronium Dihydrochloride|beta-Aminoethylisothiuronium Bromide|Monohydrobromide, 2-Aminoethylisothiuronium|Bromide, 2-Aminoethylisothiuronium|Dihydrochloride, beta-Aminoethylisothiuronium|2-Aminoethylisothiuronium Bromide|Hydrobromide, Aminoethylisothiuronium Bromide|Dihydrobromide, beta-Aminoethylisothiuronium|Diperchlorate, 2-Aminoethylisothiuronium|Isothiourea, beta-Aminoethyl|beta Aminoethylisothiuronium Dihydrobromide|S-(2-Aminoethyl)isothiourea|2 Aminoethylisothiuronium Diperchlorate|beta Aminoethylisothiuronium Bromide|Isothiourea, (2-Aminoethyl)|2-Aminoethylisothiuronium Dihydroiodide|beta-Aminoethylisothiuronium Diacetate|2 Aminoethylisothiuronium Dihydrochloride|2 Aminoethylisothiuronium Diacetate|2-Aminoethylisothiuronium Phosphate (1:1)|Monohydrobromide, beta-Aminoethylisothiuronium|Carbamimidothioic acid, 2-aminoethyl ester, dihydrobromide|2-Aminoethylisothiuronium Monohydrobromide|2-Aminoethylisothiuronium Diperchlorate|beta-Aminoethylisothiuronium Monohydrobromide|beta Aminoethylisothiuronium Dihydrochloride|beta Aminoethylisothiuronium Diperchlorate|beta Aminoethyl Isothiourea|Dihydroiodide, beta-Aminoethylisothiuronium|2 Aminoethylisothiuronium Dihydroiodide|beta Aminoethylisothiuronium Dihydroiodide|Dihydroiodide, 2-Aminoethylisothiuronium|2-Aminoethylisothiuronium Diacetate",D02.886.904.100|D02.065.950.898.100
D000345,Affinity Labels,Affinity Labels,"Reagents, Affinity Labeling|Affinity Labels|Affinity Labeling Reagents|Labeling Reagents, Affinity|Labels, Affinity",D27.720.470.410.080
D011042,Aflatoxins,Aflatoxins,Aflatoxins|Aflatoxin,D23.946.587.142|D03.383.663.283.119|D03.633.100.150.119
D003470,Agar,Agar,Agar,D09.698.360.041
D000373,Agglutinins,Agglutinins,Agglutinin|Agglutinins,D27.505.696.477.136|D27.505.954.502.270.232
D000376,Agmatine,Agmatine,1 Amino 4 guanidinobutane|1-Amino-4-guanidinobutane|Agmatine|4-(Aminobutyl)guanidine,D02.078.370.060
D000393,Air Pollutants,Air Pollutants,"Air Pollutants|Pollutants, Air Environmental|Pollutants, Air|Pollutants, Environmental Air|Environmental Air Pollutants|Air Pollutant|Pollutant, Air|Environmental Pollutants, Air|Air Environmental Pollutants|Air Pollutants, Environmental",D27.888.284.101
D020378,"Air Pollutants, Occupational","Air Pollutants, Occupational","Air Pollutants, Occupational|Occupational Air Pollutants|Pollutants, Occupational Air",D27.888.284.101.268
D061567,Ajmaline,Ajmaline,Wolfina|Gilurtymal|Tachmalin|Rauverid|Serenol|Ajmaline|Aritmina|Ajmaline Hydrochloride|Cardiorythmine,D03.132.436.681.077|D03.633.100.496.500.500.681.077|D03.633.100.473.402.681.077
D014475,Alamethicin,Alamethicin,Alamethicin,D12.644.504.111|D12.644.641.040|D04.345.566.040
D000410,Alanine Transaminase,Alanine Transaminase,"Glutamic-Pyruvic Transaminase|Glutamic Alanine Transaminase|Transaminase, Alanine|Alanine 2 Oxoglutarate Aminotransferase|Aminotransferase, Alanine|Alanine-2-Oxoglutarate Aminotransferase|SGPT|Transaminase, Glutamic-Pyruvic|Glutamic-Alanine Transaminase|Alanine Aminotransferase|Alanine Transaminase|Aminotransferase, Alanine-2-Oxoglutarate|Transaminase, Glutamic-Alanine|Glutamic Pyruvic Transaminase",D08.811.913.477.700.100
D000411,Alanine Racemase,Alanine Racemase,"Alanine Racemase|Racemase, Alanine",D08.811.399.894.200.200
D000412,Alanine-tRNA Ligase,Alanine-tRNA Ligase,"Ligase, Alanine-tRNA|Alanyl-tRNA Synthetase|Alanine-tRNA Ligase|Ala-tRNA Ligase|Alanyl tRNA Synthetase|Synthetase, Alanyl-tRNA|Ligase, Ala-tRNA|Alanyl T RNA Synthetase|Ala tRNA Ligase|Alanine tRNA Ligase",D08.811.464.263.200.050
D058666,Albuterol,Albuterol,Salbutamol|Proventil|Sultanol|2-t-Butylamino-1-(4-hydroxy-3-hydroxy-3-hydroxymethyl)phenylethanol|Ventolin|Albuterol Sulfate|Albuterol,D02.092.063.291.057|D02.033.100.291.057|D02.092.471.683.061
D004396,Alcian Blue,Alcian Blue,"Alcian Blue|Alcian Blue 8GS|Blue 8GS, Alcian|Blue, Alcian|8GX, Alcian Blue|Blue 8GX, Alcian|Alcian Blue 8GX|8GS, Alcian Blue",D03.633.100.473.050
D000426,Alcohol Dehydrogenase,Alcohol Dehydrogenase,"Alcohol-NAD+ Oxidoreductase|Alcohol Dehydrogenase I|Alcohol NAD+ Oxidoreductase|Oxidoreductase, Alcohol-NAD+|Dehydrogenase, Alcohol|Yeast Alcohol Dehydrogenase|Alcohol Dehydrogenase II|Alcohol Dehydrogenase, Yeast|Dehydrogenase, Yeast Alcohol|Alcohol Dehydrogenase (NAD+)|Alcohol Dehydrogenase",D08.811.682.047.820.250
D000427,Alcohol Deterrents,Alcohol Deterrents,"Deterrents, Alcohol|Alcohol Deterrents",D27.505.954.427.020
D000429,Alcohol Oxidoreductases,Alcohol Oxidoreductases,"Ketone Reductases|Reductases, Ketone|Reductases, Carbonyl|Ketone Reductase|Reductase, Carbonyl|Oxidoreductases, Alcohol|Carbonyl Reductases|Alcohol Oxidoreductases|Reductase, Ketone|Carbonyl Reductase",D08.811.682.047
D020005,1-Propanol,1-Propanol,"n-Propanol|Alcohol, Propyl|Propyl Alcohol|1-Propanol|Propanol",D02.033.755.600
D018733,Alcuronium,Alcuronium,"Dichloride, N,N'-Diallylnortoxiferinium|Alcuronium|Dichloride, Alcuronium|Diallylnortoxiferine|Alcuronium Dichloride|Alcuronium Chloride|N,N'-Diallylnortoxiferinium Dichloride|Alloferin|Dialferine|Allnortoxiferine",D02.092.877.844.050|D03.633.100.531.085.777.050|D03.633.100.531.820.687.050|D02.675.276.844.050|D03.132.098.833.050
D000444,Aldehyde Dehydrogenase,Aldehyde Dehydrogenase,"Dehydrogenase, Aldehyde|Aldehyde NAD Oxidoreductase|Aldehyde Dehydrogenase (NAD(+))|D-Glucuronolactone Dehydrogenase|Dehydrogenase, D-Glucuronolactone|Aldehyde Dehydrogenase|Aldehyde Dehydrogenase E1|Aldehyde Dehydrogenase E2|Aldehyde-NAD Oxidoreductase|D Glucuronolactone Dehydrogenase",D08.811.682.657.163.249
D000445,Aldehyde Oxidoreductases,Aldehyde Oxidoreductases,"Aldehyde Oxidoreductases|Aldehyde Oxidoreductase|Oxidoreductase, Aldehyde|Oxidoreductases, Aldehyde",D08.811.682.657.163
D000446,Aldehyde-Lyases,Aldehyde-Lyases,Aldehyde Lyases|Aldehyde-Lyases|Aldolases,D08.811.520.224.062
D007306,Aldicarb,Aldicarb,"Aldicarb|UC21,149|UC-21149|UC 21149|Temik|ENT27,093|ENT 27,093|UC21149|ENT-27,093|UC 21,149|UC-21,149",D02.241.081.251.046
D000449,Aldehyde Reductase,Aldehyde Reductase,"Erythrose Reductase|Reductase Ib, Aldose|Aldose Reductase Ia|Reductase Ia, Aldose|Xylose Reductase|Reductase, Aldose|Reductase, Xylose|Reductase, Erythrose|Aldose Reductase|Aldehyde Reductase|Aldose Reductase Ib|Reductase, Aldehyde",D08.811.682.047.820.284.500|D08.811.682.047.150.700.156.500
D018161,Aldosterone,Aldosterone,"Aldosterone|Aldosterone, (+-)-Isomer|Aldosterone, (11 beta,17 alpha)-Isomer",D04.210.500.745.745.654.062|D06.472.040.585.353.118
D007306,Aldrin,Aldrin,Isodrin|Aldrin,D02.455.526.439.042
D000080066,Algestone Acetophenide,Algestone Acetophenide,"Dihydroxyprogesterone Acetophenide|Algestone Acetophenide|Pregn-4-ene-3,20-dione, 16,17-((1-phenylethylidene)bis(oxy))-, (16alpha(R))-|Acetophenide, Algestone|Alphasone Acetophenide|Acetophenide, Alphasone|Acetophenide, Dihydroxyprogesterone",D04.210.500.745.745.654.829.025.025
D000466,Alkadienes,Alkadienes,Diolefins|Pentadienes|Alkadienes,D02.455.326.271.665.146
D007014,Alkaline Phosphatase,Alkaline Phosphatase,Alkaline Phosphatase,D08.811.277.352.650.035
D000473,Alkanes,Alkanes,Alkanes|Alkane,D02.455.326.146
D000475,Alkenes,Alkenes,Olefin|Alkenes|Pentene|Alkene|Olefins|Pentenes,D02.455.326.271
D000476,Alkanesulfonates,Alkanesulfonates,"Alkanesulfonates|Alkyl Sulfonates|Sulfonates, Alkyl",D02.886.645.600.055.050|D02.455.326.146.100.050
D000477,Alkylating Agents,Alkylating Agents,"Alkylating Agent|Alkylators|Agents, Alkylating|Agent, Alkylating|Alkylating Agents|Alkylator",D27.888.569.035|D27.505.519.124
D000479,Alkylmercury Compounds,Alkylmercury Compounds,"Alkylmercury Compounds|Alkyl Mercury Compounds|Alkylmercurials|Mercury Compounds, Alkyl|Compounds, Alkylmercury|Compounds, Alkyl Mercury",D02.691.750.100
D000480,Alkynes,Alkynes,Acetylenic Compounds|Acetylenes|Alkynes|Alkyne,D02.455.326.397
D003879,Allantoin,Allantoin,Sebical|Herpecin-L|Allantoin|Herpecin L|HerpecinL|Woun'dres,D02.065.950.058|D03.383.129.308.432.555.105
D007306,Allethrins,Allethrins,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-3-(2-propenyl)-2-cyclopenten-1-yl ester|Allethrins|Allethrin",D02.455.849.575.188.750.272
D000492,Allophanate Hydrolase,Allophanate Hydrolase,"Hydrolase, Allophanate|Allophanate Hydrolase",D08.811.277.087.060
D016166,Allopurinol,Allopurinol,Alloprin|Capurate|Allopurin|Uribenz|Roucol|Atisuril|Allohexan|Allural|Pureduct|Allohexal|Tipuric|Remid|Embarin|Urtias|Cellidrin|Novopurol|Suspendol|Allopurinol|Purinol|Lopurin|Zyloprim|Milurit|Apurin|Progout|Uripurinol|Foligan|Zyloric|Xanthomax|Pan Quimica|Xanturic|Allpargin|Uridocid|Allorin|Bleminol|Apulonga|Hamarin|Caplenal|Jenapurinol|Milurite|Zygout|Rimapurinol|Lysuron|Urosin,D03.633.100.759.160
